,Rank,Song,Artist,Year,Source,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,Popularity
1226,27,you dont have to be a star to be in my show,marilyn mccoo  billy davis jr,1977,,0.312,https://api.spotify.com/v1/audio-analysis/2JurHS80N98Yt3CdIBYz9M,0.475,279587,0.556,2JurHS80N98Yt3CdIBYz9M,0,6,0.216,-8.388,0,0.0321,200.033,4,https://api.spotify.com/v1/tracks/2JurHS80N98Yt3CdIBYz9M,audio_features,spotify:track:2JurHS80N98Yt3CdIBYz9M,0.916,34
1227,28,fly like an eagle,steve miller band,1977,1.0,0.626,https://api.spotify.com/v1/audio-analysis/3e0FzZjTXOUtiJGSClOBrI,0.528,282693,0.737,3e0FzZjTXOUtiJGSClOBrI,0.00911,9,0.325,-12.703,0,0.121,99.361,4,https://api.spotify.com/v1/tracks/3e0FzZjTXOUtiJGSClOBrI,audio_features,spotify:track:3e0FzZjTXOUtiJGSClOBrI,0.633,64
1228,29,dont give up on us,david soul,1977,1.0,0.74,https://api.spotify.com/v1/audio-analysis/23IWhAK0cYRwnBT5EE8i3u,0.256,218947,0.335,23IWhAK0cYRwnBT5EE8i3u,0.0166,9,0.0857,-13.588,1,0.0313,198.745,4,https://api.spotify.com/v1/tracks/23IWhAK0cYRwnBT5EE8i3u,audio_features,spotify:track:23IWhAK0cYRwnBT5EE8i3u,0.434,53
1229,30,on and on,stephen bishop,1977,1.0,0.766,https://api.spotify.com/v1/audio-analysis/0Vth3l4XAo8hNYmxjzhr2y,0.566,181893,0.466,0Vth3l4XAo8hNYmxjzhr2y,0.000511,11,0.104,-10.268,1,0.0279,101.739,4,https://api.spotify.com/v1/tracks/0Vth3l4XAo8hNYmxjzhr2y,audio_features,spotify:track:0Vth3l4XAo8hNYmxjzhr2y,0.576,46
1230,31,feels like the first time,foreigner,1977,1.0,0.0136,https://api.spotify.com/v1/audio-analysis/36xEjbl8DtevPJgw6i9IuY,0.499,232333,0.802,36xEjbl8DtevPJgw6i9IuY,1.56e-06,7,0.128,-4.537,1,0.0547,107.705,4,https://api.spotify.com/v1/tracks/36xEjbl8DtevPJgw6i9IuY,audio_features,spotify:track:36xEjbl8DtevPJgw6i9IuY,0.48,53
1231,32,couldnt get it right,climax blues band,1977,1.0,0.0234,https://api.spotify.com/v1/audio-analysis/7GSCnEFxiD6Im98CbfySDw,0.727,198947,0.641,7GSCnEFxiD6Im98CbfySDw,0.0136,2,0.109,-11.074,1,0.0392,102.589,4,https://api.spotify.com/v1/tracks/7GSCnEFxiD6Im98CbfySDw,audio_features,spotify:track:7GSCnEFxiD6Im98CbfySDw,0.657,52
1232,33,easy,commodores,1977,1.0,0.147,https://api.spotify.com/v1/audio-analysis/1JQ6Xm1JrvHfvAqhl5pwaA,0.598,256427,0.353,1JQ6Xm1JrvHfvAqhl5pwaA,3.91e-05,10,0.0592,-15.06,0,0.0343,132.457,4,https://api.spotify.com/v1/tracks/1JQ6Xm1JrvHfvAqhl5pwaA,audio_features,spotify:track:1JQ6Xm1JrvHfvAqhl5pwaA,0.337,65
1233,34,right time of the night,jennifer warnes,1977,1.0,0.552,https://api.spotify.com/v1/audio-analysis/51DAF8ruk6NwGb1we5QQfF,0.556,173693,0.443,51DAF8ruk6NwGb1we5QQfF,0,10,0.124,-11.612,1,0.0246,93.686,4,https://api.spotify.com/v1/tracks/51DAF8ruk6NwGb1we5QQfF,audio_features,spotify:track:51DAF8ruk6NwGb1we5QQfF,0.711,30
1234,35,ive got love on my mind,natalie cole,1977,1.0,0.673,https://api.spotify.com/v1/audio-analysis/7cmvEuNhRpJT7xVN79hvPL,0.375,260240,0.48,7cmvEuNhRpJT7xVN79hvPL,0.000304,8,0.074,-8.254,1,0.0436,205.488,3,https://api.spotify.com/v1/tracks/7cmvEuNhRpJT7xVN79hvPL,audio_features,spotify:track:7cmvEuNhRpJT7xVN79hvPL,0.394,33
1235,36,blinded by the light,manfred manns earth band,1977,1.0,0.291,https://api.spotify.com/v1/audio-analysis/7kNNylJ1kswWbHeRM6UDuE,0.456,428133,0.696,7kNNylJ1kswWbHeRM6UDuE,0.000207,5,0.0853,-10.0,1,0.0653,142.156,4,https://api.spotify.com/v1/tracks/7kNNylJ1kswWbHeRM6UDuE,audio_features,spotify:track:7kNNylJ1kswWbHeRM6UDuE,0.523,55
1236,37,looks like we made it,barry manilow,1977,1.0,0.574,https://api.spotify.com/v1/audio-analysis/3QqO9FxVrikwo7kS5ls3kQ,0.297,213973,0.481,3QqO9FxVrikwo7kS5ls3kQ,0.00352,0,0.094,-7.681,1,0.0278,139.896,4,https://api.spotify.com/v1/tracks/3QqO9FxVrikwo7kS5ls3kQ,audio_features,spotify:track:3QqO9FxVrikwo7kS5ls3kQ,0.44,42
1237,38,so in to you,atlanta rhythm section,1977,3.0,0.0324,https://api.spotify.com/v1/audio-analysis/76mEjlwwuOmiryQ8scQQ0G,0.536,404267,0.65,76mEjlwwuOmiryQ8scQQ0G,0.0295,3,0.113,-6.963,0,0.0328,83.524,4,https://api.spotify.com/v1/tracks/76mEjlwwuOmiryQ8scQQ0G,audio_features,spotify:track:76mEjlwwuOmiryQ8scQQ0G,0.761,32
1238,39,dreams,fleetwood mac,1977,1.0,0.0644,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,0.828,257800,0.492,0ofHAoxe9vBkTCp2UQIavz,0.00428,0,0.128,-9.744,1,0.0276,120.151,4,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,audio_features,spotify:track:0ofHAoxe9vBkTCp2UQIavz,0.78,75
1239,40,enjoy yourself,the jacksons,1977,3.0,0.101,https://api.spotify.com/v1/audio-analysis/3D97kRhZprR6RumFhDFIr4,0.618,201467,0.706,3D97kRhZprR6RumFhDFIr4,2.57e-05,9,0.394,-6.391,0,0.197,204.178,4,https://api.spotify.com/v1/tracks/3D97kRhZprR6RumFhDFIr4,audio_features,spotify:track:3D97kRhZprR6RumFhDFIr4,0.775,36
1240,41,dazz,brick,1977,1.0,0.0697,https://api.spotify.com/v1/audio-analysis/5gQCUf4lfy6GpuhdPzxQ6B,0.722,202000,0.778,5gQCUf4lfy6GpuhdPzxQ6B,7.46e-06,4,0.0414,-7.931,1,0.0611,109.076,4,https://api.spotify.com/v1/tracks/5gQCUf4lfy6GpuhdPzxQ6B,audio_features,spotify:track:5gQCUf4lfy6GpuhdPzxQ6B,0.83,49
1241,42,im in you,peter frampton,1977,1.0,0.173,https://api.spotify.com/v1/audio-analysis/03zB9duFz1JqLxAIYvGdac,0.329,250000,0.499,03zB9duFz1JqLxAIYvGdac,8.09e-06,0,0.124,-7.235,1,0.0274,98.533,4,https://api.spotify.com/v1/tracks/03zB9duFz1JqLxAIYvGdac,audio_features,spotify:track:03zB9duFz1JqLxAIYvGdac,0.157,37
1242,43,lucille,kenny rogers,1977,1.0,0.793,https://api.spotify.com/v1/audio-analysis/42lAZKaWTWOC2pJe7eQDGw,0.647,214533,0.199,42lAZKaWTWOC2pJe7eQDGw,5.01e-05,5,0.0919,-18.046,1,0.037,142.171,3,https://api.spotify.com/v1/tracks/42lAZKaWTWOC2pJe7eQDGw,audio_features,spotify:track:42lAZKaWTWOC2pJe7eQDGw,0.409,41
1243,44,the things we do for love,10cc,1977,1.0,0.19,https://api.spotify.com/v1/audio-analysis/6KEWtSOGKpIXGw6l1uJgsR,0.646,209267,0.532,6KEWtSOGKpIXGw6l1uJgsR,0,1,0.047,-9.683,1,0.0417,106.3,4,https://api.spotify.com/v1/tracks/6KEWtSOGKpIXGw6l1uJgsR,audio_features,spotify:track:6KEWtSOGKpIXGw6l1uJgsR,0.755,51
1244,45,da doo ron ron,shaun cassidy,1977,3.0,0.107,https://api.spotify.com/v1/audio-analysis/0BTjoeNHz0mSjXCZO4hzad,0.567,170000,0.585,0BTjoeNHz0mSjXCZO4hzad,0,0,0.11,-11.553,1,0.0363,143.555,4,https://api.spotify.com/v1/tracks/0BTjoeNHz0mSjXCZO4hzad,audio_features,spotify:track:0BTjoeNHz0mSjXCZO4hzad,0.876,34
1245,46,handy man,james taylor,1977,3.0,0.64,https://api.spotify.com/v1/audio-analysis/70aUjWZmd9F3bRSsR4DwAJ,0.804,196800,0.233,70aUjWZmd9F3bRSsR4DwAJ,0.106,2,0.0854,-14.17,1,0.0312,90.639,4,https://api.spotify.com/v1/tracks/70aUjWZmd9F3bRSsR4DwAJ,audio_features,spotify:track:70aUjWZmd9F3bRSsR4DwAJ,0.578,51
1246,47,just a song before i go,crosby stills  nash,1977,3.0,0.874,https://api.spotify.com/v1/audio-analysis/1wHJ3n8ERZljmfGXc1PRbe,0.671,133960,0.233,1wHJ3n8ERZljmfGXc1PRbe,0.00016,11,0.12,-18.003,0,0.0378,108.063,4,https://api.spotify.com/v1/tracks/1wHJ3n8ERZljmfGXc1PRbe,audio_features,spotify:track:1wHJ3n8ERZljmfGXc1PRbe,0.504,45
1247,48,you and me,alice cooper,1977,1.0,0.487,https://api.spotify.com/v1/audio-analysis/5cb5zy7M3thVbZxjSK5Cvh,0.642,204507,0.383,5cb5zy7M3thVbZxjSK5Cvh,2.99e-06,0,0.0979,-11.762,0,0.0292,113.1,4,https://api.spotify.com/v1/tracks/5cb5zy7M3thVbZxjSK5Cvh,audio_features,spotify:track:5cb5zy7M3thVbZxjSK5Cvh,0.343,43
1248,49,swayin to the music slow dancing,johnny rivers,1977,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1249,50,lonely boy,andrew gold,1977,1.0,0.0386,https://api.spotify.com/v1/audio-analysis/6wGMLoEqD2k3RBXFHD0yUp,0.588,264893,0.598,6wGMLoEqD2k3RBXFHD0yUp,5.83e-05,9,0.107,-13.288,1,0.0296,123.724,4,https://api.spotify.com/v1/tracks/6wGMLoEqD2k3RBXFHD0yUp,audio_features,spotify:track:6wGMLoEqD2k3RBXFHD0yUp,0.86,50
1250,51,i wish,stevie wonder,1977,1.0,0.0845,https://api.spotify.com/v1/audio-analysis/74MfBIVOVHzQiJqfJ1dgTo,0.826,252373,0.718,74MfBIVOVHzQiJqfJ1dgTo,5.44e-06,10,0.0652,-10.388,0,0.0555,105.857,4,https://api.spotify.com/v1/tracks/74MfBIVOVHzQiJqfJ1dgTo,audio_features,spotify:track:74MfBIVOVHzQiJqfJ1dgTo,0.882,54
1251,52,dont stop,fleetwood mac,1977,1.0,0.0373,https://api.spotify.com/v1/audio-analysis/3CPeWqqaHR0hmyfsWhMJQs,0.672,193347,0.72,3CPeWqqaHR0hmyfsWhMJQs,9.38e-06,9,0.0371,-7.781,1,0.035,118.731,4,https://api.spotify.com/v1/tracks/3CPeWqqaHR0hmyfsWhMJQs,audio_features,spotify:track:3CPeWqqaHR0hmyfsWhMJQs,0.838,61
1252,53,barracuda,heart,1977,1.0,0.015,https://api.spotify.com/v1/audio-analysis/4KfSdst7rW39C0sfhArdrz,0.547,261933,0.691,4KfSdst7rW39C0sfhArdrz,0.105,4,0.144,-13.553,0,0.0369,137.148,4,https://api.spotify.com/v1/tracks/4KfSdst7rW39C0sfhArdrz,audio_features,spotify:track:4KfSdst7rW39C0sfhArdrz,0.676,70
1253,54,strawberry letter 23,the brothers johnson,1977,3.0,0.276,https://api.spotify.com/v1/audio-analysis/00kvKlIvfzQLSi6T2zwXuS,0.731,299067,0.617,00kvKlIvfzQLSi6T2zwXuS,0.0142,7,0.134,-11.644,0,0.0529,90.94,4,https://api.spotify.com/v1/tracks/00kvKlIvfzQLSi6T2zwXuS,audio_features,spotify:track:00kvKlIvfzQLSi6T2zwXuS,0.777,52
1254,55,night moves,bob seger  the silver bullet band,1977,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1255,56,youre my world,helen reddy,1977,1.0,0.346,https://api.spotify.com/v1/audio-analysis/6nSx1nxPHSELFjAlNHHWSe,0.412,165733,0.391,6nSx1nxPHSELFjAlNHHWSe,0.0024,6,0.0727,-12.038,1,0.0381,107.65,3,https://api.spotify.com/v1/tracks/6nSx1nxPHSELFjAlNHHWSe,audio_features,spotify:track:6nSx1nxPHSELFjAlNHHWSe,0.44,38
1256,57,heard it in a love song,the marshall tucker band,1977,1.0,0.164,https://api.spotify.com/v1/audio-analysis/3T3aWHBbX85hqRPsd8vhJB,0.552,295667,0.802,3T3aWHBbX85hqRPsd8vhJB,0.00114,2,0.13,-7.479,1,0.04,152.807,4,https://api.spotify.com/v1/tracks/3T3aWHBbX85hqRPsd8vhJB,audio_features,spotify:track:3T3aWHBbX85hqRPsd8vhJB,0.63,51
1257,58,carry on wayward son,kansas,1977,1.0,0.00316,https://api.spotify.com/v1/audio-analysis/4DMKwE2E2iYDKY01C335Uw,0.483,323000,0.786,4DMKwE2E2iYDKY01C335Uw,8.86e-05,7,0.446,-5.735,1,0.0319,126.748,4,https://api.spotify.com/v1/tracks/4DMKwE2E2iYDKY01C335Uw,audio_features,spotify:track:4DMKwE2E2iYDKY01C335Uw,0.783,73
1258,59,new kid in town,eagles,1977,3.0,0.378,https://api.spotify.com/v1/audio-analysis/6Zyz8lsnMFpIrCTuvGurCB,0.649,304926,0.425,6Zyz8lsnMFpIrCTuvGurCB,0.0013,4,0.108,-9.811,1,0.0267,107.383,4,https://api.spotify.com/v1/tracks/6Zyz8lsnMFpIrCTuvGurCB,audio_features,spotify:track:6Zyz8lsnMFpIrCTuvGurCB,0.631,64
1259,60,my heart belongs to me,barbra streisand,1977,1.0,0.887,https://api.spotify.com/v1/audio-analysis/07ZcBKArDBEB31jlQBgLGs,0.261,201427,0.295,07ZcBKArDBEB31jlQBgLGs,9.01e-05,0,0.214,-11.607,0,0.0322,139.706,4,https://api.spotify.com/v1/tracks/07ZcBKArDBEB31jlQBgLGs,audio_features,spotify:track:07ZcBKArDBEB31jlQBgLGs,0.242,27
1260,61,after the lovin,engelbert humperdinck,1977,1.0,0.567,https://api.spotify.com/v1/audio-analysis/2kpXlyuvv5Cnev3R31uc5D,0.323,234387,0.558,2kpXlyuvv5Cnev3R31uc5D,5.82e-05,0,0.14,-7.893,1,0.0332,117.008,3,https://api.spotify.com/v1/tracks/2kpXlyuvv5Cnev3R31uc5D,audio_features,spotify:track:2kpXlyuvv5Cnev3R31uc5D,0.381,41
1261,62,jet airliner,steve miller band,1977,1.0,0.0737,https://api.spotify.com/v1/audio-analysis/2zI3bUYn2pcF27of6i2oqK,0.574,215667,0.664,2zI3bUYn2pcF27of6i2oqK,0,5,0.22,-11.5,1,0.0346,122.956,4,https://api.spotify.com/v1/tracks/2zI3bUYn2pcF27of6i2oqK,audio_features,spotify:track:2zI3bUYn2pcF27of6i2oqK,0.926,61
1262,63,stand tall,burton cummings,1977,1.0,0.0243,https://api.spotify.com/v1/audio-analysis/14IKLtPlsqWL077svIJYey,0.463,272293,0.396,14IKLtPlsqWL077svIJYey,7.23e-05,7,0.173,-10.128,1,0.0304,80.753,4,https://api.spotify.com/v1/tracks/14IKLtPlsqWL077svIJYey,audio_features,spotify:track:14IKLtPlsqWL077svIJYey,0.352,35
1263,64,way down,elvis presley,1977,1.0,0.489,https://api.spotify.com/v1/audio-analysis/0JnEaldTC6IFyUGOqppFdG,0.479,161533,0.639,0JnEaldTC6IFyUGOqppFdG,2.18e-05,0,0.221,-15.213,1,0.0484,147.766,4,https://api.spotify.com/v1/tracks/0JnEaldTC6IFyUGOqppFdG,audio_features,spotify:track:0JnEaldTC6IFyUGOqppFdG,0.747,42
1264,65,weekend in new england,barry manilow,1977,1.0,0.568,https://api.spotify.com/v1/audio-analysis/5XWmnuSMexMy6WRYz5rSfq,0.245,226920,0.397,5XWmnuSMexMy6WRYz5rSfq,1.83e-05,0,0.171,-6.997,1,0.0272,80.427,3,https://api.spotify.com/v1/tracks/5XWmnuSMexMy6WRYz5rSfq,audio_features,spotify:track:5XWmnuSMexMy6WRYz5rSfq,0.235,42
1265,66,it was almost like a song,ronnie milsap,1977,1.0,0.418,https://api.spotify.com/v1/audio-analysis/0OOyH1oDhrVxrTNLUg4MZJ,0.316,217627,0.245,0OOyH1oDhrVxrTNLUg4MZJ,0.00393,0,0.0696,-15.099,1,0.028,147.048,4,https://api.spotify.com/v1/tracks/0OOyH1oDhrVxrTNLUg4MZJ,audio_features,spotify:track:0OOyH1oDhrVxrTNLUg4MZJ,0.167,41
1266,67,smoke from a distant fire,sanfordtownsend band,1977,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1267,68,cold as ice,foreigner,1977,1.0,0.0987,https://api.spotify.com/v1/audio-analysis/7vidktgNZFQylTgH1GEnMs,0.516,200573,0.486,7vidktgNZFQylTgH1GEnMs,1.48e-06,3,0.143,-11.81,0,0.0272,132.542,4,https://api.spotify.com/v1/tracks/7vidktgNZFQylTgH1GEnMs,audio_features,spotify:track:7vidktgNZFQylTgH1GEnMs,0.455,65
1268,69,ariel,dean friedman,1977,1.0,0.329,https://api.spotify.com/v1/audio-analysis/2j78lPDRu9HcN3X817CmR2,0.675,263639,0.564,2j78lPDRu9HcN3X817CmR2,9.07e-05,2,0.311,-9.422,1,0.044,124.544,4,https://api.spotify.com/v1/tracks/2j78lPDRu9HcN3X817CmR2,audio_features,spotify:track:2j78lPDRu9HcN3X817CmR2,0.722,35
1269,70,lost without your love,bread,1977,1.0,0.813,https://api.spotify.com/v1/audio-analysis/78DSnVdZiuakQPwV0ler7s,0.286,174933,0.309,78DSnVdZiuakQPwV0ler7s,0.00634,10,0.148,-10.15,1,0.0297,150.166,4,https://api.spotify.com/v1/tracks/78DSnVdZiuakQPwV0ler7s,audio_features,spotify:track:78DSnVdZiuakQPwV0ler7s,0.169,51
1270,71,star wars themecantina band,meco,1977,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1271,72,float on,the floaters,1977,3.0,0.277,https://api.spotify.com/v1/audio-analysis/4c5wyuqSzkC5OgW1tCc6w4,0.611,249387,0.682,4c5wyuqSzkC5OgW1tCc6w4,0,7,0.114,-9.283,1,0.0329,97.026,4,https://api.spotify.com/v1/tracks/4c5wyuqSzkC5OgW1tCc6w4,audio_features,spotify:track:4c5wyuqSzkC5OgW1tCc6w4,0.818,47
1272,73,jeans on,lord david dundas,1977,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1273,74,lido shuffle,boz scaggs,1977,1.0,0.0165,https://api.spotify.com/v1/audio-analysis/2NtqZmfRIDkXJ2YvY2Kv1F,0.593,221613,0.783,2NtqZmfRIDkXJ2YvY2Kv1F,7.26e-05,10,0.167,-4.716,1,0.0358,141.345,4,https://api.spotify.com/v1/tracks/2NtqZmfRIDkXJ2YvY2Kv1F,audio_features,spotify:track:2NtqZmfRIDkXJ2YvY2Kv1F,0.658,62
1274,75,keep it comin love,kc and the sunshine band,1977,3.0,0.232,https://api.spotify.com/v1/audio-analysis/0YWUf0FuvbOvAlrOAVaH8S,0.773,271493,0.721,0YWUf0FuvbOvAlrOAVaH8S,1.61e-05,3,0.0349,-12.574,1,0.0294,110.383,4,https://api.spotify.com/v1/tracks/0YWUf0FuvbOvAlrOAVaH8S,audio_features,spotify:track:0YWUf0FuvbOvAlrOAVaH8S,0.971,47
1275,76,you made me believe in magic,bay city rollers,1977,1.0,0.0999,https://api.spotify.com/v1/audio-analysis/5Yr45BUmrLVoHjFgPBXx9y,0.64,162507,0.857,5Yr45BUmrLVoHjFgPBXx9y,0,0,0.4,-7.09,0,0.0634,126.39,4,https://api.spotify.com/v1/tracks/5Yr45BUmrLVoHjFgPBXx9y,audio_features,spotify:track:5Yr45BUmrLVoHjFgPBXx9y,0.882,23
1276,77,livin thing,electric light orchestra,1977,1.0,0.583,https://api.spotify.com/v1/audio-analysis/2hdNya0b6Cc2YJ8IyaQIWp,0.549,212307,0.651,2hdNya0b6Cc2YJ8IyaQIWp,0,0,0.121,-7.097,1,0.0323,122.818,4,https://api.spotify.com/v1/tracks/2hdNya0b6Cc2YJ8IyaQIWp,audio_features,spotify:track:2hdNya0b6Cc2YJ8IyaQIWp,0.377,65
1277,78,give a little bit,supertramp,1977,1.0,0.0803,https://api.spotify.com/v1/audio-analysis/6XUHsYE38CEbYunT983O9G,0.536,248173,0.828,6XUHsYE38CEbYunT983O9G,0.00806,2,0.271,-5.246,1,0.0502,90.817,4,https://api.spotify.com/v1/tracks/6XUHsYE38CEbYunT983O9G,audio_features,spotify:track:6XUHsYE38CEbYunT983O9G,0.465,61
1278,79,thats rock n roll,shaun cassidy,1977,5.0,0.0601,https://api.spotify.com/v1/audio-analysis/0VZ8HejqjGgKtotIvBfvd9,0.788,176173,0.798,0VZ8HejqjGgKtotIvBfvd9,0.00151,0,0.11,-11.999,1,0.0375,129.61,4,https://api.spotify.com/v1/tracks/0VZ8HejqjGgKtotIvBfvd9,audio_features,spotify:track:0VZ8HejqjGgKtotIvBfvd9,0.969,25
1279,80,love so right,bee gees,1977,1.0,0.383,https://api.spotify.com/v1/audio-analysis/2rVxsVGLFssDfM5B9BUL0K,0.577,218333,0.409,2rVxsVGLFssDfM5B9BUL0K,0.000325,4,0.592,-13.226,1,0.0301,80.977,4,https://api.spotify.com/v1/tracks/2rVxsVGLFssDfM5B9BUL0K,audio_features,spotify:track:2rVxsVGLFssDfM5B9BUL0K,0.498,43
1280,81,the rubberband man,the spinners,1977,1.0,0.466,https://api.spotify.com/v1/audio-analysis/4Q5HmyNvQHlfylzGY7V3Wr,0.81,215109,0.536,4Q5HmyNvQHlfylzGY7V3Wr,0.00074,10,0.0401,-11.573,1,0.0583,97.311,4,https://api.spotify.com/v1/tracks/4Q5HmyNvQHlfylzGY7V3Wr,audio_features,spotify:track:4Q5HmyNvQHlfylzGY7V3Wr,0.958,60
1281,82,i never cry,alice cooper,1977,1.0,0.45,https://api.spotify.com/v1/audio-analysis/7y5mfSJLUmPYmrI5hcCWnT,0.553,224600,0.284,7y5mfSJLUmPYmrI5hcCWnT,3.48e-06,0,0.114,-15.602,1,0.0317,136.112,4,https://api.spotify.com/v1/tracks/7y5mfSJLUmPYmrI5hcCWnT,audio_features,spotify:track:7y5mfSJLUmPYmrI5hcCWnT,0.368,42
1282,83,nobody does it better,carly simon,1977,1.0,0.703,https://api.spotify.com/v1/audio-analysis/49RUdNvwSiUTC8fBh4KKoC,0.368,210884,0.403,49RUdNvwSiUTC8fBh4KKoC,7.66e-06,10,0.225,-12.699,1,0.0288,135.384,4,https://api.spotify.com/v1/tracks/49RUdNvwSiUTC8fBh4KKoC,audio_features,spotify:track:49RUdNvwSiUTC8fBh4KKoC,0.324,58
1283,84,high school dance,the sylvers,1977,1.0,0.0873,https://api.spotify.com/v1/audio-analysis/5P3LxfUmszjc4N3qJ0busH,0.892,229853,0.974,5P3LxfUmszjc4N3qJ0busH,0.00823,1,0.0512,-3.661,1,0.0875,136.229,4,https://api.spotify.com/v1/tracks/5P3LxfUmszjc4N3qJ0busH,audio_features,spotify:track:5P3LxfUmszjc4N3qJ0busH,0.942,19
1284,85,loves grown deep,kenny nolan,1977,1.0,0.774,https://api.spotify.com/v1/audio-analysis/5U7BnxhqyhVJJH3xb4Mbya,0.479,239427,0.388,5U7BnxhqyhVJJH3xb4Mbya,0.000189,3,0.541,-12.546,1,0.0312,130.921,4,https://api.spotify.com/v1/tracks/5U7BnxhqyhVJJH3xb4Mbya,audio_features,spotify:track:5U7BnxhqyhVJJH3xb4Mbya,0.395,35
1285,86,aint gonna bump no more with no big fat woman,joe tex,1977,5.0,0.014,https://api.spotify.com/v1/audio-analysis/0XXjBRi5sNWojqxmYJGiA2,0.745,403640,0.835,0XXjBRi5sNWojqxmYJGiA2,0.113,6,0.139,-10.961,0,0.0346,113.897,4,https://api.spotify.com/v1/tracks/0XXjBRi5sNWojqxmYJGiA2,audio_features,spotify:track:0XXjBRi5sNWojqxmYJGiA2,0.938,29
1286,87,i wanna get next to you,rose royce,1977,1.0,0.833,https://api.spotify.com/v1/audio-analysis/1rff5WJrSljfCLYFoXkDiT,0.621,240500,0.177,1rff5WJrSljfCLYFoXkDiT,0.0309,0,0.105,-19.858,1,0.0319,130.883,4,https://api.spotify.com/v1/tracks/1rff5WJrSljfCLYFoXkDiT,audio_features,spotify:track:1rff5WJrSljfCLYFoXkDiT,0.637,48
1287,88,somebody to love,queen,1977,1.0,0.172,https://api.spotify.com/v1/audio-analysis/6cFZ4PLC19taNlpl9pbGMf,0.492,296493,0.676,6cFZ4PLC19taNlpl9pbGMf,0,8,0.239,-6.861,1,0.0516,110.232,3,https://api.spotify.com/v1/tracks/6cFZ4PLC19taNlpl9pbGMf,audio_features,spotify:track:6cFZ4PLC19taNlpl9pbGMf,0.395,64
1288,89,muskrat love,captain  tennille,1977,3.0,0.926,https://api.spotify.com/v1/audio-analysis/1U04tEqBgmBCZVil3gJ6S7,0.354,227000,0.283,1U04tEqBgmBCZVil3gJ6S7,0.00487,9,0.136,-16.141,1,0.0583,202.797,4,https://api.spotify.com/v1/tracks/1U04tEqBgmBCZVil3gJ6S7,audio_features,spotify:track:1U04tEqBgmBCZVil3gJ6S7,0.176,30
1289,90,walk this way,aerosmith,1977,1.0,0.0114,https://api.spotify.com/v1/audio-analysis/5SZ6zX4rOrEQferfFC2MfP,0.653,220400,0.73,5SZ6zX4rOrEQferfFC2MfP,1.03e-05,5,0.0754,-10.613,1,0.043,108.705,4,https://api.spotify.com/v1/tracks/5SZ6zX4rOrEQferfFC2MfP,audio_features,spotify:track:5SZ6zX4rOrEQferfFC2MfP,0.901,68
1290,91,cherchez la femme,dr buzzards original savannah band,1977,1.0,0.00401,https://api.spotify.com/v1/audio-analysis/5endSWellqnUqEIO2OOdzj,0.699,347600,0.333,5endSWellqnUqEIO2OOdzj,0,0,0.0607,-19.342,1,0.0595,115.147,4,https://api.spotify.com/v1/tracks/5endSWellqnUqEIO2OOdzj,audio_features,spotify:track:5endSWellqnUqEIO2OOdzj,0.528,40
1291,92,year of the cat,al stewart,1977,1.0,0.016,https://api.spotify.com/v1/audio-analysis/7MTX3vevnm41xuEoPxWT3j,0.54,400067,0.634,7MTX3vevnm41xuEoPxWT3j,0.0098,4,0.118,-9.165,0,0.0346,116.461,4,https://api.spotify.com/v1/tracks/7MTX3vevnm41xuEoPxWT3j,audio_features,spotify:track:7MTX3vevnm41xuEoPxWT3j,0.541,52
1292,93,boogie nights,heatwave,1977,1.0,0.349,https://api.spotify.com/v1/audio-analysis/20zOIoex7YchUh87d8tlvg,0.62,303533,0.54,20zOIoex7YchUh87d8tlvg,2.53e-05,4,0.187,-14.636,0,0.0422,118.823,4,https://api.spotify.com/v1/tracks/20zOIoex7YchUh87d8tlvg,audio_features,spotify:track:20zOIoex7YchUh87d8tlvg,0.758,53
1293,94,go your own way,fleetwood mac,1977,1.0,0.0167,https://api.spotify.com/v1/audio-analysis/4xh7W7tlNMIczFhupCPniY,0.586,223613,0.941,4xh7W7tlNMIczFhupCPniY,0.000776,5,0.068,-5.139,1,0.0375,135.448,4,https://api.spotify.com/v1/tracks/4xh7W7tlNMIczFhupCPniY,audio_features,spotify:track:4xh7W7tlNMIczFhupCPniY,0.812,71
