,Rank,Song,Artist,Year,Source,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,Popularity
4314,15,whatever you like,ti,2008,1.0,0.0161,https://api.spotify.com/v1/audio-analysis/1IAzD1muglOxOcPbUHs70R,0.68,249533,0.687,1IAzD1muglOxOcPbUHs70R,0,9,0.261,-6.162,0,0.0709,150.053,4,https://api.spotify.com/v1/tracks/1IAzD1muglOxOcPbUHs70R,audio_features,spotify:track:1IAzD1muglOxOcPbUHs70R,0.458,72
4315,16,disturbia,rihanna,2008,1.0,0.11,https://api.spotify.com/v1/audio-analysis/2VOomzT6VavJOGBeySqaMc,0.706,238627,0.794,2VOomzT6VavJOGBeySqaMc,0,11,0.276,-4.321,0,0.0568,124.93,4,https://api.spotify.com/v1/tracks/2VOomzT6VavJOGBeySqaMc,audio_features,spotify:track:2VOomzT6VavJOGBeySqaMc,0.745,67
4316,17,dont stop the music,rihanna,2008,1.0,0.0446,https://api.spotify.com/v1/audio-analysis/0ByMNEPAPpOR5H69DVrTNy,0.853,267080,0.676,0ByMNEPAPpOR5H69DVrTNy,3.37e-05,6,0.0514,-5.533,0,0.0715,122.65,4,https://api.spotify.com/v1/tracks/0ByMNEPAPpOR5H69DVrTNy,audio_features,spotify:track:0ByMNEPAPpOR5H69DVrTNy,0.558,68
4317,18,pocketful of sunshine,natasha bedingfield,2008,1.0,0.191,https://api.spotify.com/v1/audio-analysis/1uigwk5hNV84zRd5YQQRTk,0.721,202907,0.88,1uigwk5hNV84zRd5YQQRTk,0,9,0.0769,-3.896,0,0.0454,110.021,4,https://api.spotify.com/v1/tracks/1uigwk5hNV84zRd5YQQRTk,audio_features,spotify:track:1uigwk5hNV84zRd5YQQRTk,0.672,66
4318,19,kiss kiss,chris brown featuring tpain,2008,1.0,0.0219,https://api.spotify.com/v1/audio-analysis/4CweuuMMzi71pO0MSRgyaT,0.769,251160,0.52,4CweuuMMzi71pO0MSRgyaT,0,1,0.0762,-5.14,1,0.212,140.112,3,https://api.spotify.com/v1/tracks/4CweuuMMzi71pO0MSRgyaT,audio_features,spotify:track:4CweuuMMzi71pO0MSRgyaT,0.592,65
4319,20,closer,neyo,2008,1.0,0.0268,https://api.spotify.com/v1/audio-analysis/2XbfY2O2v3xwedUJ0J2kkr,0.724,234360,0.768,2XbfY2O2v3xwedUJ0J2kkr,2.44e-05,4,0.176,-6.438,0,0.0792,125.998,4,https://api.spotify.com/v1/tracks/2XbfY2O2v3xwedUJ0J2kkr,audio_features,spotify:track:2XbfY2O2v3xwedUJ0J2kkr,0.537,62
4320,21,bubbly,colbie caillat,2008,1.0,0.594,https://api.spotify.com/v1/audio-analysis/0rFOs9paloAvEtzwDX1Kmc,0.664,196280,0.491,0rFOs9paloAvEtzwDX1Kmc,0,9,0.11,-6.544,1,0.042,127.97,4,https://api.spotify.com/v1/tracks/0rFOs9paloAvEtzwDX1Kmc,audio_features,spotify:track:0rFOs9paloAvEtzwDX1Kmc,0.245,69
4321,22,touch my body,mariah carey,2008,1.0,0.129,https://api.spotify.com/v1/audio-analysis/2H1l4JczUDbiWfQtQElB05,0.716,204733,0.666,2H1l4JczUDbiWfQtQElB05,0,4,0.25,-7.719,0,0.0539,78.498,4,https://api.spotify.com/v1/tracks/2H1l4JczUDbiWfQtQElB05,audio_features,spotify:track:2H1l4JczUDbiWfQtQElB05,0.845,62
4322,23,4 minutes,madonna featuring justin timberlake and timbaland,2008,1.0,0.00994,https://api.spotify.com/v1/audio-analysis/1oHClQEgDmmbcEx12Kc5nZ,0.753,189693,0.931,1oHClQEgDmmbcEx12Kc5nZ,0.00696,2,0.234,-4.922,1,0.0652,113.029,4,https://api.spotify.com/v1/tracks/1oHClQEgDmmbcEx12Kc5nZ,audio_features,spotify:track:1oHClQEgDmmbcEx12Kc5nZ,0.771,69
4323,24,so what,pink,2008,1.0,0.000304,https://api.spotify.com/v1/audio-analysis/6qYGUxPjQt5PJtWdiNppZx,0.535,215160,0.886,6qYGUxPjQt5PJtWdiNppZx,2.26e-06,11,0.257,-3.106,1,0.045,126.012,4,https://api.spotify.com/v1/tracks/6qYGUxPjQt5PJtWdiNppZx,audio_features,spotify:track:6qYGUxPjQt5PJtWdiNppZx,0.432,65
4324,25,paralyzer,finger eleven,2008,1.0,0.169,https://api.spotify.com/v1/audio-analysis/28IEbk5a7twNTbUEvWslUb,0.645,208107,0.941,28IEbk5a7twNTbUEvWslUb,0,4,0.251,-3.425,0,0.0448,106.015,4,https://api.spotify.com/v1/tracks/28IEbk5a7twNTbUEvWslUb,audio_features,spotify:track:28IEbk5a7twNTbUEvWslUb,0.88,65
4325,26,clumsy,fergie,2008,1.0,0.196,https://api.spotify.com/v1/audio-analysis/50xeLNGKmskmYUSINhqvfa,0.728,240427,0.582,50xeLNGKmskmYUSINhqvfa,0.000632,2,0.304,-4.141,1,0.158,184.045,4,https://api.spotify.com/v1/tracks/50xeLNGKmskmYUSINhqvfa,audio_features,spotify:track:50xeLNGKmskmYUSINhqvfa,0.42,59
4326,27,im yours,jason mraz,2008,1.0,0.595,https://api.spotify.com/v1/audio-analysis/1EzrEOXmMH3G43AXT1y7pA,0.686,242187,0.457,1EzrEOXmMH3G43AXT1y7pA,0,11,0.105,-8.322,1,0.0468,150.953,4,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA,audio_features,spotify:track:1EzrEOXmMH3G43AXT1y7pA,0.711,83
4327,28,leavin,jesse mccartney,2008,1.0,0.0352,https://api.spotify.com/v1/audio-analysis/20ORwCJusz4KS2PbTPVNKo,0.693,216880,0.709,20ORwCJusz4KS2PbTPVNKo,3.4e-06,9,0.0688,-5.787,1,0.0608,79.237,4,https://api.spotify.com/v1/tracks/20ORwCJusz4KS2PbTPVNKo,audio_features,spotify:track:20ORwCJusz4KS2PbTPVNKo,0.887,64
4328,29,dangerous,kardinal offishall featuring akon,2008,1.0,0.00429,https://api.spotify.com/v1/audio-analysis/4NOZ35Dhucr6UlVyLOtktd,0.951,246053,0.79,4NOZ35Dhucr6UlVyLOtktd,0,8,0.0845,-5.79,1,0.081,117.007,4,https://api.spotify.com/v1/tracks/4NOZ35Dhucr6UlVyLOtktd,audio_features,spotify:track:4NOZ35Dhucr6UlVyLOtktd,0.78,59
4329,30,tattoo,jordin sparks,2008,1.0,0.431,https://api.spotify.com/v1/audio-analysis/3Ui2jdyxbZQrZohfM0NOgG,0.566,233467,0.766,3Ui2jdyxbZQrZohfM0NOgG,0,2,0.101,-5.036,1,0.0399,168.005,4,https://api.spotify.com/v1/tracks/3Ui2jdyxbZQrZohfM0NOgG,audio_features,spotify:track:3Ui2jdyxbZQrZohfM0NOgG,0.534,63
4330,31,see you again,miley cyrus,2008,1.0,0.0137,https://api.spotify.com/v1/audio-analysis/0G71WvIkF2K6HViJeFvOcM,0.685,190453,0.919,0G71WvIkF2K6HViJeFvOcM,3.29e-05,9,0.114,-5.039,0,0.203,138.95,4,https://api.spotify.com/v1/tracks/0G71WvIkF2K6HViJeFvOcM,audio_features,spotify:track:0G71WvIkF2K6HViJeFvOcM,0.703,57
4331,32,shake it,metro station,2008,1.0,0.00221,https://api.spotify.com/v1/audio-analysis/5619Ojc6t9evEEs3B7Drhe,0.618,179947,0.955,5619Ojc6t9evEEs3B7Drhe,3.09e-06,4,0.486,-3.836,1,0.0798,150.034,4,https://api.spotify.com/v1/tracks/5619Ojc6t9evEEs3B7Drhe,audio_features,spotify:track:5619Ojc6t9evEEs3B7Drhe,0.804,66
4332,33,stop and stare,onerepublic,2008,3.0,0.0593,https://api.spotify.com/v1/audio-analysis/48s0QHJgmiNsth3WEO6U4M,0.49,223853,0.849,48s0QHJgmiNsth3WEO6U4M,0,4,0.082,-4.234,1,0.035,92.494,4,https://api.spotify.com/v1/tracks/48s0QHJgmiNsth3WEO6U4M,audio_features,spotify:track:48s0QHJgmiNsth3WEO6U4M,0.316,61
4333,34,take you there,sean kingston,2008,1.0,0.0182,https://api.spotify.com/v1/audio-analysis/6AdLyvisRKHLAwARaZMGr6,0.752,236693,0.921,6AdLyvisRKHLAwARaZMGr6,0,5,0.256,-4.321,0,0.0696,115.033,4,https://api.spotify.com/v1/tracks/6AdLyvisRKHLAwARaZMGr6,audio_features,spotify:track:6AdLyvisRKHLAwARaZMGr6,0.635,61
4334,35,paper planes,mia,2008,1.0,0.0277,https://api.spotify.com/v1/audio-analysis/1kusepF3AacIEtUTYrw4GV,0.457,203760,0.854,1kusepF3AacIEtUTYrw4GV,9.62e-05,2,0.731,-6.2,1,0.265,172.231,4,https://api.spotify.com/v1/tracks/1kusepF3AacIEtUTYrw4GV,audio_features,spotify:track:1kusepF3AacIEtUTYrw4GV,0.484,70
4335,36,hot n cold,katy perry,2008,1.0,7.95e-05,https://api.spotify.com/v1/audio-analysis/1y4eb6hmAvsqlDOl3fx9kk,0.706,220227,0.841,1y4eb6hmAvsqlDOl3fx9kk,0,7,0.0688,-3.956,1,0.0418,132.032,4,https://api.spotify.com/v1/tracks/1y4eb6hmAvsqlDOl3fx9kk,audio_features,spotify:track:1y4eb6hmAvsqlDOl3fx9kk,0.876,65
4336,37,live your life,ti featuring rihanna,2008,1.0,0.071,https://api.spotify.com/v1/audio-analysis/3jlbL2OTD5YmIunYzgQTAN,0.375,338853,0.862,3jlbL2OTD5YmIunYzgQTAN,0,11,0.211,-3.363,0,0.255,159.841,4,https://api.spotify.com/v1/tracks/3jlbL2OTD5YmIunYzgQTAN,audio_features,spotify:track:3jlbL2OTD5YmIunYzgQTAN,0.472,72
4337,38,bust it baby part 2,plies featuring neyo,2008,1.0,0.154,https://api.spotify.com/v1/audio-analysis/0exb0K7vsjf5bXWLJJhAuF,0.648,240760,0.801,0exb0K7vsjf5bXWLJJhAuF,0,5,0.339,-7.24,0,0.167,78.946,4,https://api.spotify.com/v1/tracks/0exb0K7vsjf5bXWLJJhAuF,audio_features,spotify:track:0exb0K7vsjf5bXWLJJhAuF,0.826,56
4338,39,american boy,estelle featuring kanye west,2008,1.0,0.171,https://api.spotify.com/v1/audio-analysis/41on8RwRh22IHcChAN2gm8,0.727,284733,0.729,41on8RwRh22IHcChAN2gm8,0,0,0.07,-2.99,1,0.326,117.932,4,https://api.spotify.com/v1/tracks/41on8RwRh22IHcChAN2gm8,audio_features,spotify:track:41on8RwRh22IHcChAN2gm8,0.517,73
4339,40,got money,lil wayne featuring tpain,2008,1.0,0.00199,https://api.spotify.com/v1/audio-analysis/46lIt6GmL0VkkbuUyGDbCs,0.442,244627,0.638,46lIt6GmL0VkkbuUyGDbCs,0,7,0.646,-5.053,1,0.26,82.206,4,https://api.spotify.com/v1/tracks/46lIt6GmL0VkkbuUyGDbCs,audio_features,spotify:track:46lIt6GmL0VkkbuUyGDbCs,0.689,58
4340,41,our song,taylor swift,2008,1.0,0.114,https://api.spotify.com/v1/audio-analysis/15DeqWWQB4dcEWzJg15VrN,0.543,201107,0.686,15DeqWWQB4dcEWzJg15VrN,0,2,0.335,-4.751,1,0.0357,177.874,4,https://api.spotify.com/v1/tracks/15DeqWWQB4dcEWzJg15VrN,audio_features,spotify:track:15DeqWWQB4dcEWzJg15VrN,0.544,66
4341,42,damaged,danity kane,2008,1.0,0.0912,https://api.spotify.com/v1/audio-analysis/4yHFxB8kzzeuNvoouR8N0N,0.774,244267,0.653,4yHFxB8kzzeuNvoouR8N0N,0,8,0.151,-5.158,0,0.05,120.01,4,https://api.spotify.com/v1/tracks/4yHFxB8kzzeuNvoouR8N0N,audio_features,spotify:track:4yHFxB8kzzeuNvoouR8N0N,0.838,57
4342,43,a milli,lil wayne,2008,1.0,0.0527,https://api.spotify.com/v1/audio-analysis/6ScJMrlpiLfZUGtWp4QIVt,0.679,221840,0.684,6ScJMrlpiLfZUGtWp4QIVt,0.000895,6,0.177,-8.559,1,0.278,151.748,4,https://api.spotify.com/v1/tracks/6ScJMrlpiLfZUGtWp4QIVt,audio_features,spotify:track:6ScJMrlpiLfZUGtWp4QIVt,0.754,72
4343,44,sorry,buckcherry,2008,1.0,0.00359,https://api.spotify.com/v1/audio-analysis/5O3gBVBCe64CeYAQ3b34vC,0.522,244067,0.817,5O3gBVBCe64CeYAQ3b34vC,0,2,0.756,-3.352,1,0.0343,131.054,4,https://api.spotify.com/v1/tracks/5O3gBVBCe64CeYAQ3b34vC,audio_features,spotify:track:5O3gBVBCe64CeYAQ3b34vC,0.128,42
4344,45,independent,webbie featuring lil boosie and lil phat,2008,1.0,0.00113,https://api.spotify.com/v1/audio-analysis/65D95SmygxGCQGiI64eaZf,0.725,250027,0.431,65D95SmygxGCQGiI64eaZf,0,1,0.14,-5.988,0,0.0707,174.083,4,https://api.spotify.com/v1/tracks/65D95SmygxGCQGiI64eaZf,audio_features,spotify:track:65D95SmygxGCQGiI64eaZf,0.192,54
4345,46,cant believe it,tpain featuring lil wayne,2008,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4346,47,like youll never see me again,alicia keys,2008,1.0,0.164,https://api.spotify.com/v1/audio-analysis/0NWJPV3utX0J4tfwzyotNB,0.548,315360,0.658,0NWJPV3utX0J4tfwzyotNB,0.000132,7,0.109,-8.063,1,0.0314,127.892,4,https://api.spotify.com/v1/tracks/0NWJPV3utX0J4tfwzyotNB,audio_features,spotify:track:0NWJPV3utX0J4tfwzyotNB,0.276,57
4347,48,teardrops on my guitar,taylor swift,2008,1.0,0.303,https://api.spotify.com/v1/audio-analysis/7zMcNqs55Mxer82bvZFkpg,0.617,203040,0.422,7zMcNqs55Mxer82bvZFkpg,0,10,0.123,-6.794,1,0.0239,99.966,4,https://api.spotify.com/v1/tracks/7zMcNqs55Mxer82bvZFkpg,audio_features,spotify:track:7zMcNqs55Mxer82bvZFkpg,0.267,62
4348,49,when i grow up,pussycat dolls,2008,1.0,0.00164,https://api.spotify.com/v1/audio-analysis/0dQQWHlXvuw4UyHcAvhfhB,0.675,245680,0.693,0dQQWHlXvuw4UyHcAvhfhB,0,11,0.38,-5.682,0,0.0514,118.423,4,https://api.spotify.com/v1/tracks/0dQQWHlXvuw4UyHcAvhfhB,audio_features,spotify:track:0dQQWHlXvuw4UyHcAvhfhB,0.337,63
4349,50,sexual eruption,snoop dogg,2008,1.0,0.00746,https://api.spotify.com/v1/audio-analysis/3nTHTulZtTJoM3cBJTuHrJ,0.768,245440,0.814,3nTHTulZtTJoM3cBJTuHrJ,0,11,0.0698,-4.054,1,0.118,120.231,4,https://api.spotify.com/v1/tracks/3nTHTulZtTJoM3cBJTuHrJ,audio_features,spotify:track:3nTHTulZtTJoM3cBJTuHrJ,0.459,40
4350,51,what you got,colby odonis featuring akon,2008,1.0,0.0308,https://api.spotify.com/v1/audio-analysis/3MldzywZOH4Uci6bq9noyJ,0.771,243013,0.631,3MldzywZOH4Uci6bq9noyJ,0,1,0.168,-6.795,1,0.0395,119.965,4,https://api.spotify.com/v1/tracks/3MldzywZOH4Uci6bq9noyJ,audio_features,spotify:track:3MldzywZOH4Uci6bq9noyJ,0.281,53
4351,52,its not my time,3 doors down,2008,1.0,0.00151,https://api.spotify.com/v1/audio-analysis/0uybt73QFXaLCoxuVf6fhm,0.54,241960,0.928,0uybt73QFXaLCoxuVf6fhm,2.58e-06,0,0.135,-4.823,1,0.0671,128.037,4,https://api.spotify.com/v1/tracks/0uybt73QFXaLCoxuVf6fhm,audio_features,spotify:track:0uybt73QFXaLCoxuVf6fhm,0.289,62
4352,53,better in time,leona lewis,2008,1.0,0.512,https://api.spotify.com/v1/audio-analysis/2iXBZ32Fz5VDCLeE0JIdX5,0.584,234173,0.7,2iXBZ32Fz5VDCLeE0JIdX5,2.43e-05,6,0.13,-4.251,1,0.0506,163.953,4,https://api.spotify.com/v1/tracks/2iXBZ32Fz5VDCLeE0JIdX5,audio_features,spotify:track:2iXBZ32Fz5VDCLeE0JIdX5,0.532,74
4353,54,crank that soulja boy,soulja boy tell em,2008,,0.511,https://api.spotify.com/v1/audio-analysis/66TRwr5uJwPt15mfFkzhbi,0.732,221933,0.724,66TRwr5uJwPt15mfFkzhbi,0,0,0.0491,-2.104,1,0.101,140.13,4,https://api.spotify.com/v1/tracks/66TRwr5uJwPt15mfFkzhbi,audio_features,spotify:track:66TRwr5uJwPt15mfFkzhbi,0.801,69
4354,55,shadow of the day,linkin park,2008,1.0,0.00479,https://api.spotify.com/v1/audio-analysis/0OYcEfskah1egYHjYRvbg1,0.534,290360,0.393,0OYcEfskah1egYHjYRvbg1,0.0107,11,0.107,-7.813,1,0.0292,110.007,4,https://api.spotify.com/v1/tracks/0OYcEfskah1egYHjYRvbg1,audio_features,spotify:track:0OYcEfskah1egYHjYRvbg1,0.0613,75
4355,56,sweetest girl dollar bill,wyclef jean featuring akon lil wayne and niia,2008,1.0,0.0772,https://api.spotify.com/v1/audio-analysis/4liGjmhCupa7RP9JaQELYx,0.733,241133,0.744,4liGjmhCupa7RP9JaQELYx,0,1,0.341,-3.51,1,0.0553,92.515,4,https://api.spotify.com/v1/tracks/4liGjmhCupa7RP9JaQELYx,audio_features,spotify:track:4liGjmhCupa7RP9JaQELYx,0.528,60
4356,57,miss independent,neyo,2008,1.0,0.488,https://api.spotify.com/v1/audio-analysis/34ceTg8ChN5HjrqiIYCn9Q,0.668,232000,0.697,34ceTg8ChN5HjrqiIYCn9Q,0,1,0.183,-5.586,1,0.122,171.884,4,https://api.spotify.com/v1/tracks/34ceTg8ChN5HjrqiIYCn9Q,audio_features,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,0.714,70
4357,58,fall for you,secondhand serenade,2008,1.0,0.19,https://api.spotify.com/v1/audio-analysis/7lWF2mVr1KKbVnaT2nSlPo,0.387,185600,0.442,7lWF2mVr1KKbVnaT2nSlPo,0,0,0.0788,-7.086,1,0.0352,169.481,4,https://api.spotify.com/v1/tracks/7lWF2mVr1KKbVnaT2nSlPo,audio_features,spotify:track:7lWF2mVr1KKbVnaT2nSlPo,0.367,64
4358,59,in the ayer,flo rida featuring william,2008,1.0,0.00456,https://api.spotify.com/v1/audio-analysis/6RpiAj9Ofv0Uqp6n2OuRoh,0.83,220507,0.746,6RpiAj9Ofv0Uqp6n2OuRoh,0,5,0.26,-6.286,0,0.0579,125.992,4,https://api.spotify.com/v1/tracks/6RpiAj9Ofv0Uqp6n2OuRoh,audio_features,spotify:track:6RpiAj9Ofv0Uqp6n2OuRoh,0.652,56
4359,60,say,john mayer,2008,1.0,0.541,https://api.spotify.com/v1/audio-analysis/6wZI4mdT8JwXgkGURnBQiq,0.485,230213,0.723,6wZI4mdT8JwXgkGURnBQiq,1.12e-06,10,0.075,-6.565,1,0.0317,167.845,4,https://api.spotify.com/v1/tracks/6wZI4mdT8JwXgkGURnBQiq,audio_features,spotify:track:6wZI4mdT8JwXgkGURnBQiq,0.542,64
4360,61,one step at a time,jordin sparks,2008,1.0,0.0825,https://api.spotify.com/v1/audio-analysis/4hbRj5tucVkLUVoAdJUyRi,0.766,205160,0.692,4hbRj5tucVkLUVoAdJUyRi,0,1,0.0384,-4.672,1,0.0289,102.028,4,https://api.spotify.com/v1/tracks/4hbRj5tucVkLUVoAdJUyRi,audio_features,spotify:track:4hbRj5tucVkLUVoAdJUyRi,0.69,63
4361,62,hate that i love you,rihanna featuring neyo,2008,1.0,0.305,https://api.spotify.com/v1/audio-analysis/7iu0WYLdo4yksKf3seaxzI,0.637,218947,0.719,7iu0WYLdo4yksKf3seaxzI,0,8,0.114,-5.443,1,0.0852,93.973,4,https://api.spotify.com/v1/tracks/7iu0WYLdo4yksKf3seaxzI,audio_features,spotify:track:7iu0WYLdo4yksKf3seaxzI,0.744,63
4362,63,superstar,lupe fiasco featuring matthew santos,2008,3.0,0.207,https://api.spotify.com/v1/audio-analysis/7dltD9eEX7X1zk8JJ9BS0e,0.572,289000,0.822,7dltD9eEX7X1zk8JJ9BS0e,0,11,0.359,-6.015,0,0.361,94.812,4,https://api.spotify.com/v1/tracks/7dltD9eEX7X1zk8JJ9BS0e,audio_features,spotify:track:7dltD9eEX7X1zk8JJ9BS0e,0.475,66
4363,64,suffocate,j holiday,2008,1.0,0.64,https://api.spotify.com/v1/audio-analysis/3nJjIYchBNkYm7B8XfJf5N,0.458,220053,0.445,3nJjIYchBNkYm7B8XfJf5N,0,9,0.118,-8.391,0,0.361,82.82,5,https://api.spotify.com/v1/tracks/3nJjIYchBNkYm7B8XfJf5N,audio_features,spotify:track:3nJjIYchBNkYm7B8XfJf5N,0.466,62
4364,65,let it rock,kevin rudolf featuring lil wayne,2008,1.0,0.000624,https://api.spotify.com/v1/audio-analysis/2vVc2G9w2JteBgxpSUVwX5,0.618,232520,0.773,2vVc2G9w2JteBgxpSUVwX5,0,7,0.0813,-5.15,1,0.0369,113.164,4,https://api.spotify.com/v1/tracks/2vVc2G9w2JteBgxpSUVwX5,audio_features,spotify:track:2vVc2G9w2JteBgxpSUVwX5,0.47,54
4365,66,get like me,david banner featuring chris brown,2008,1.0,0.00417,https://api.spotify.com/v1/audio-analysis/2IBF9lQ9lgVai8LkskI5L7,0.935,224547,0.747,2IBF9lQ9lgVai8LkskI5L7,0,1,0.207,-4.231,1,0.391,117.613,5,https://api.spotify.com/v1/tracks/2IBF9lQ9lgVai8LkskI5L7,audio_features,spotify:track:2IBF9lQ9lgVai8LkskI5L7,0.727,55
4366,67,realize,colbie caillat,2008,1.0,0.142,https://api.spotify.com/v1/audio-analysis/5OGkKx8jP0A5KSULEc6XYZ,0.699,244107,0.607,5OGkKx8jP0A5KSULEc6XYZ,0,1,0.105,-6.312,1,0.0347,123.95,4,https://api.spotify.com/v1/tracks/5OGkKx8jP0A5KSULEc6XYZ,audio_features,spotify:track:5OGkKx8jP0A5KSULEc6XYZ,0.157,60
4367,68,put on,young jeezy featuring kanye west,2008,1.0,0.0027,https://api.spotify.com/v1/audio-analysis/5dANgSy7v091dhiPnEXNrf,0.649,321293,0.785,5dANgSy7v091dhiPnEXNrf,0,9,0.0859,-6.031,0,0.0369,137.618,4,https://api.spotify.com/v1/tracks/5dANgSy7v091dhiPnEXNrf,audio_features,spotify:track:5dANgSy7v091dhiPnEXNrf,0.285,70
4368,69,the time of my life,david cook,2008,1.0,0.0541,https://api.spotify.com/v1/audio-analysis/6avyV3xlz2UFeiAUZ0SqyT,0.414,216147,0.578,6avyV3xlz2UFeiAUZ0SqyT,0,8,0.124,-6.383,1,0.0287,154.96,3,https://api.spotify.com/v1/tracks/6avyV3xlz2UFeiAUZ0SqyT,audio_features,spotify:track:6avyV3xlz2UFeiAUZ0SqyT,0.277,51
4369,70,lolli lolli pop that body,three 6 mafia,2008,1.0,0.0188,https://api.spotify.com/v1/audio-analysis/4xWMTkwknjh8FzxNrkwLl6,0.89,251373,0.946,4xWMTkwknjh8FzxNrkwLl6,0.000128,2,0.11,-5.673,1,0.0489,120.0,4,https://api.spotify.com/v1/tracks/4xWMTkwknjh8FzxNrkwLl6,audio_features,spotify:track:4xWMTkwknjh8FzxNrkwLl6,0.863,52
4370,71,cyclone,baby bash featuring tpain,2008,1.0,0.0102,https://api.spotify.com/v1/audio-analysis/27mhCGdAA8gM7b33KIiB3k,0.641,222027,0.72,27mhCGdAA8gM7b33KIiB3k,0,11,0.154,-4.326,1,0.0552,77.969,4,https://api.spotify.com/v1/tracks/27mhCGdAA8gM7b33KIiB3k,audio_features,spotify:track:27mhCGdAA8gM7b33KIiB3k,0.574,62
4371,72,love like this,natasha bedingfield featuring sean kingston,2008,1.0,0.145,https://api.spotify.com/v1/audio-analysis/49ppqF73rOz5Nyt1paRxIF,0.781,222293,0.791,49ppqF73rOz5Nyt1paRxIF,0,7,0.127,-3.903,0,0.0468,76.998,4,https://api.spotify.com/v1/tracks/49ppqF73rOz5Nyt1paRxIF,audio_features,spotify:track:49ppqF73rOz5Nyt1paRxIF,0.89,54
4372,73,burnin up,jonas brothers featuring big rob,2008,1.0,0.0296,https://api.spotify.com/v1/audio-analysis/72jGj8k9C7DIQesDYenUT3,0.667,175093,0.954,72jGj8k9C7DIQesDYenUT3,0,2,0.331,-3.462,1,0.0817,114.0,4,https://api.spotify.com/v1/tracks/72jGj8k9C7DIQesDYenUT3,audio_features,spotify:track:72jGj8k9C7DIQesDYenUT3,0.798,64
4373,74,love lockdown,kanye west,2008,1.0,0.0539,https://api.spotify.com/v1/audio-analysis/1kxeWHF9PrCVZHvVskv8lg,0.756,270307,0.529,1kxeWHF9PrCVZHvVskv8lg,0.392,1,0.112,-7.659,0,0.0329,119.573,4,https://api.spotify.com/v1/tracks/1kxeWHF9PrCVZHvVskv8lg,audio_features,spotify:track:1kxeWHF9PrCVZHvVskv8lg,0.119,65
4374,75,i luv your girl,thedream,2008,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4375,76,crush,david archuleta,2008,1.0,0.00836,https://api.spotify.com/v1/audio-analysis/4wCD0qOFNRu1Q6O3N6ycm4,0.57,213520,0.664,4wCD0qOFNRu1Q6O3N6ycm4,1.2e-05,0,0.0719,-4.718,0,0.0322,162.084,4,https://api.spotify.com/v1/tracks/4wCD0qOFNRu1Q6O3N6ycm4,audio_features,spotify:track:4wCD0qOFNRu1Q6O3N6ycm4,0.485,66
4376,77,hypnotized,plies featuring akon,2008,1.0,0.16,https://api.spotify.com/v1/audio-analysis/3LN41NUdHkyNqQhi9gExMm,0.84,188493,0.571,3LN41NUdHkyNqQhi9gExMm,0,10,0.406,-7.421,1,0.0797,116.59,4,https://api.spotify.com/v1/tracks/3LN41NUdHkyNqQhi9gExMm,audio_features,spotify:track:3LN41NUdHkyNqQhi9gExMm,0.62,61
4377,78,big girls dont cry,fergie,2008,1.0,0.239,https://api.spotify.com/v1/audio-analysis/3Q4WeJmzxuDpzMu9QjQqbM,0.712,268120,0.647,3Q4WeJmzxuDpzMu9QjQqbM,0,7,0.0955,-4.277,1,0.0336,113.116,4,https://api.spotify.com/v1/tracks/3Q4WeJmzxuDpzMu9QjQqbM,audio_features,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,0.288,66
4378,79,good life,kanye west featuring tpain,2008,1.0,0.00376,https://api.spotify.com/v1/audio-analysis/1fLdeDTrJWNkwOeFyAVLvF,0.435,207000,0.802,1fLdeDTrJWNkwOeFyAVLvF,0,1,0.467,-6.871,1,0.324,84.267,4,https://api.spotify.com/v1/tracks/1fLdeDTrJWNkwOeFyAVLvF,audio_features,spotify:track:1fLdeDTrJWNkwOeFyAVLvF,0.461,68
4379,80,womanizer,britney spears,2008,1.0,0.073,https://api.spotify.com/v1/audio-analysis/4fixebDZAVToLbUCuEloa2,0.724,224400,0.695,4fixebDZAVToLbUCuEloa2,0,11,0.0889,-5.226,1,0.0622,139.0,4,https://api.spotify.com/v1/tracks/4fixebDZAVToLbUCuEloa2,audio_features,spotify:track:4fixebDZAVToLbUCuEloa2,0.231,73
4380,81,love story,taylor swift,2008,1.0,0.151,https://api.spotify.com/v1/audio-analysis/1vrd6UOGamcKNGnSHJQlSt,0.615,235267,0.721,1vrd6UOGamcKNGnSHJQlSt,0,2,0.0925,-3.913,1,0.0302,119.007,4,https://api.spotify.com/v1/tracks/1vrd6UOGamcKNGnSHJQlSt,audio_features,spotify:track:1vrd6UOGamcKNGnSHJQlSt,0.331,68
